"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2023 MT1)","2023-Jul-03 23:25 ± < 00:01","0.00737","0.00736","5.21","5.14","26.8","11 m -   26 m","0"
"(2023 HO6)","2023-Jul-05 21:59 ± < 00:01","0.01368","0.01368","7.77","7.74","21.4","140 m -  320 m","2"
"(2023 NO)","2023-Jul-05 22:12 ± < 00:01","0.00255","0.00255","7.95","7.82","28.6","4.9 m -   11 m","0"
"(2023 NK)","2023-Jul-06 04:09 ± < 00:01","0.00993","0.00991","3.21","3.13","27.2","9.8 m -   22 m","0"
"(2023 ME4)","2023-Jul-06 10:00 ± < 00:01","0.00759","0.00758","10.66","10.63","25.4","23 m -   50 m","1"
"(2023 LH2)","2023-Jul-06 18:19 ± < 00:01","0.04812","0.04805","7.93","7.92","24.7","31 m -   70 m","0"
"(2023 NQ1)","2023-Jul-06 22:28 ± < 00:01","0.04759","0.04717","22.42","22.42","23.1","64 m -  140 m","0"
"(2019 LH5)","2023-Jul-07 04:11 ± < 00:01","0.03820","0.03820","21.65","21.65","20.5","210 m -  470 m","1"
"(2023 NN1)","2023-Jul-09 22:43 ± < 00:01","0.01616","0.01611","4.91","4.88","27.2","9.8 m -   22 m","0"
"(2018 NW)","2023-Jul-10 05:48 ± 6_03:03","0.04620","0.00074","21.82","21.81","27.8","7.3 m -   16 m","0"
"(2023 LN1)","2023-Jul-10 15:03 ± < 00:01","0.04583","0.04577","5.79","5.78","23.8","45 m -  100 m","0"
"(2023 MD2)","2023-Jul-11 05:55 ± < 00:01","0.01431","0.01431","8.43","8.41","24.4","36 m -   80 m","1"
"(2023 NE)","2023-Jul-11 06:30 ± < 00:01","0.02897","0.02891","11.99","11.98","24.6","32 m -   70 m","0"
"(2023 MQ1)","2023-Jul-11 16:44 ± < 00:01","0.02754","0.02749","5.97","5.96","24.9","27 m -   61 m","0"
"(2023 OM)","2023-Jul-12 07:07 ±    00:01","0.01960","0.01948","10.68","10.67","25.6","20 m -   46 m","0"
"(2018 UY)","2023-Jul-12 15:58 ± < 00:01","0.01905","0.01905","16.38","16.37","20.7","190 m -  430 m","2"
"(2023 NU)","2023-Jul-12 19:50 ± < 00:01","0.02161","0.02153","15.68","15.67","23.7","48 m -  110 m","1"
"(2023 NT1)","2023-Jul-13 10:13 ± < 00:01","0.00067","0.00067","11.27","10.92","25.0","26 m -   58 m","3"
"(2023 OZ)","2023-Jul-13 19:57 ± < 00:01","0.01917","0.01906","5.94","5.92","26.4","14 m -   32 m","0"
"(2023 NP)","2023-Jul-14 06:15 ±    00:02","0.03346","0.03324","8.24","8.23","26.2","16 m -   35 m","0"
"(2023 OX)","2023-Jul-14 08:28 ± < 00:01","0.01963","0.01957","6.87","6.85","25.4","22 m -   50 m","0"
"(2023 OY)","2023-Jul-15 02:54 ±    00:01","0.01084","0.01077","11.03","11.01","27.4","8.9 m -   20 m","0"
"(2023 NY)","2023-Jul-15 19:19 ±    00:06","0.02959","0.02950","2.11","2.07","27.1","9.9 m -   22 m","0"
"(2023 NU1)","2023-Jul-15 20:07 ± < 00:01","0.03406","0.03405","16.18","16.17","22.4","86 m -  190 m","1"
"(2023 NW)","2023-Jul-16 02:33 ±    00:02","0.04019","0.03980","17.08","17.07","25.2","25 m -   55 m","0"
"(2023 MG6)","2023-Jul-16 21:37 ± < 00:01","0.02430","0.02430","12.37","12.36","20.2","240 m -  540 m","2"
"(2023 OE1)","2023-Jul-17 16:58 ±    00:01","0.00644","0.00640","6.39","6.33","27.2","9.8 m -   22 m","0"
"(2023 OD1)","2023-Jul-18 03:02 ± < 00:01","0.02205","0.02197","8.60","8.59","24.9","28 m -   64 m","0"
"(2023 OJ1)","2023-Jul-18 09:30 ± < 00:01","0.00358","0.00357","6.33","6.21","26.1","16 m -   35 m","1"
"(2020 UQ3)","2023-Jul-18 15:32 ± < 00:01","0.00813","0.00813","9.27","9.24","24.1","40 m -   89 m","1"
"(2023 OU3)","2023-Jul-19 03:43 ±    00:05","0.00461","0.00459","8.28","8.21","25.9","17 m -   39 m","1"
"(2012 YJ7)","2023-Jul-19 09:26 ± < 00:01","0.01796","0.01796","19.34","19.34","22.4","87 m -  190 m","1"
"(2023 OA)","2023-Jul-19 13:00 ± < 00:01","0.01579","0.01577","7.49","7.47","26.4","14 m -   30 m","0"
"(2023 NE1)","2023-Jul-19 17:44 ± < 00:01","0.03261","0.03256","5.67","5.65","23.9","45 m -  100 m","0"
"(2022 GX2)","2023-Jul-20 05:56 ±    03:58","0.03059","0.02974","9.39","9.38","29.3","3.6 m -  8.1 m","0"
"(2023 NL)","2023-Jul-20 10:06 ± < 00:01","0.04891","0.04887","5.46","5.45","24.6","32 m -   71 m","0"
"(2020 OM)","2023-Jul-20 17:17 ± 1_22:09","0.02169","0.02044","9.48","9.47","26.9","11 m -   24 m","0"
"(2023 OS)","2023-Jul-21 02:37 ± < 00:01","0.01303","0.01300","10.82","10.80","24.3","36 m -   81 m","1"
"(2023 OV1)","2023-Jul-21 11:58 ±    00:01","0.00368","0.00367","13.37","13.32","25.4","22 m -   49 m","1"
"(2023 NM1)","2023-Jul-21 14:42 ± < 00:01","0.03405","0.03392","8.91","8.90","25.0","26 m -   59 m","0"
"(2023 MX5)","2023-Jul-21 14:57 ± < 00:01","0.03051","0.03037","11.82","11.81","23.8","45 m -  100 m","0"
"(2023 NR1)","2023-Jul-22 00:42 ± < 00:01","0.00748","0.00748","15.19","15.16","23.3","59 m -  130 m","2"
"(2023 MM3)","2023-Jul-22 14:58 ± < 00:01","0.04891","0.04888","6.38","6.37","24.5","33 m -   74 m","0"
"(2023 OU)","2023-Jul-22 23:42 ± < 00:01","0.00449","0.00448","6.06","5.96","26.1","16 m -   36 m","1"
"(2023 OZ1)","2023-Jul-23 16:18 ± < 00:01","0.04363","0.04362","22.13","22.12","20.1","260 m -  570 m","1"
"(2015 MA54)","2023-Jul-24 10:30 ± 9_18:54","0.04261","0.04200","9.20","9.20","25.3","23 m -   52 m","0"
"(2023 QE1)","2023-Jul-25 22:42 ±    00:58","0.03949","0.03913","7.83","7.82","25.2","24 m -   53 m","0"
"(2023 OR1)","2023-Jul-27 10:02 ± < 00:01","0.00800","0.00797","11.42","11.39","26.4","14 m -   30 m","0"
"(2018 BG5)","2023-Jul-27 17:20 ± < 00:01","0.02757","0.02757","8.36","8.35","24.1","41 m -   91 m","0"
"(2023 OY3)","2023-Jul-29 10:37 ±    00:04","0.03699","0.03675","10.57","10.56","25.8","18 m -   41 m","0"
"(2020 PP1)","2023-Jul-29 18:08 ± < 00:01","0.04363","0.04363","4.07","4.05","26.7","12 m -   27 m","0"
"(2023 PA)","2023-Jul-30 12:59 ± < 00:01","0.02991","0.02977","8.26","8.25","25.7","19 m -   43 m","0"
"(2021 BD3)","2023-Jul-30 14:38 ±    09:51","0.03580","0.02891","8.50","8.49","25.7","19 m -   43 m","0"
"(2023 OQ2)","2023-Jul-30 18:07 ± < 00:01","0.01049","0.01048","3.76","3.69","27.2","9.5 m -   21 m","0"
"(2023 QM)","2023-Jul-31 03:03 ±    00:01","0.04314","0.04304","2.48","2.46","26.8","11 m -   26 m","0"
"(2016 AW65)","2023-Jul-31 19:22 ± < 00:01","0.04274","0.04274","5.72","5.71","24.4","35 m -   77 m","0"
"(2023 QP2)","2023-Jul-31 23:12 ±    00:09","0.04153","0.04137","6.84","6.83","24.6","33 m -   73 m","0"
"(2023 OQ3)","2023-Aug-01 06:46 ± < 00:01","0.01007","0.01006","9.78","9.75","25.1","26 m -   57 m","1"
"(2023 QR2)","2023-Aug-01 12:07 ±    01:39","0.01994","0.01956","7.29","7.27","25.9","17 m -   39 m","0"
"(2023 OD5)","2023-Aug-01 17:19 ± < 00:01","0.03544","0.03525","18.22","18.21","24.2","39 m -   86 m","0"
"(2023 OS3)","2023-Aug-01 20:49 ± < 00:01","0.00643","0.00642","4.82","4.73","27.7","7.5 m -   17 m","0"
"(2023 OF1)","2023-Aug-02 10:25 ± < 00:01","0.04543","0.04511","10.73","10.73","24.9","28 m -   63 m","0"
"(2023 QM1)","2023-Aug-02 16:48 ±    00:10","0.04872","0.04833","7.59","7.58","25.5","21 m -   47 m","0"
"(2023 OY4)","2023-Aug-02 19:48 ± < 00:01","0.00815","0.00812","17.64","17.62","25.3","23 m -   52 m","1"
"(2023 OW4)","2023-Aug-03 04:13 ±    00:05","0.00378","0.00377","9.68","9.61","27.8","7.4 m -   17 m","0"
"(2020 PN1)","2023-Aug-03 13:02 ± < 00:01","0.02776","0.02776","4.84","4.82","25.4","22 m -   48 m","0"
"(2023 PD)","2023-Aug-03 23:34 ± < 00:01","0.02958","0.02953","7.04","7.03","24.9","28 m -   62 m","0"
"620082 (2014 QL433)","2023-Aug-04 10:05 ± < 00:01","0.03575","0.03575","20.62","20.62","19.9","280 m -  630 m","1"
"(2023 OR5)","2023-Aug-04 21:44 ± < 00:01","0.01903","0.01901","7.45","7.43","25.2","24 m -   54 m","0"
"(2023 PK1)","2023-Aug-05 16:55 ±    00:02","0.03848","0.03821","10.15","10.14","25.5","22 m -   48 m","0"
"(2023 PL)","2023-Aug-05 23:13 ± < 00:01","0.03884","0.03861","19.56","19.56","22.3","91 m -  200 m","1"
"(2023 OQ)","2023-Aug-06 11:02 ± < 00:01","0.02540","0.02539","21.32","21.31","21.9","110 m -  250 m","1"
"(2023 PR)","2023-Aug-06 12:43 ± < 00:01","0.01560","0.01556","5.12","5.09","24.5","33 m -   74 m","0"
"(2023 PN)","2023-Aug-06 17:14 ± < 00:01","0.02128","0.02128","7.62","7.61","25.1","26 m -   58 m","0"
"(2023 PT)","2023-Aug-07 13:30 ±    00:20","0.00355","0.00354","7.49","7.39","27.1","10 m -   23 m","0"
"(2023 PO1)","2023-Aug-08 12:41 ±    00:06","0.00663","0.00659","8.42","8.37","26.3","15 m -   33 m","0"
"(2023 QN5)","2023-Aug-09 00:06 ±    01:30","0.03584","0.03538","7.60","7.59","24.5","33 m -   74 m","0"
"(2023 PU)","2023-Aug-09 22:29 ± < 00:01","0.02083","0.02078","7.95","7.94","27.1","9.9 m -   22 m","0"
"(2023 PO)","2023-Aug-10 10:04 ± < 00:01","0.03776","0.03754","8.00","7.99","25.9","18 m -   40 m","0"
"(2022 BS2)","2023-Aug-11 20:11 ±    05:05","0.04434","0.04182","8.22","8.21","25.4","23 m -   51 m","0"
"(2023 QD)","2023-Aug-12 11:48 ±    00:06","0.00851","0.00849","7.56","7.52","26.7","12 m -   27 m","0"
"(2023 QD5)","2023-Aug-12 21:32 ±    00:03","0.01019","0.01012","22.24","22.23","25.8","18 m -   41 m","0"
"(2023 PP1)","2023-Aug-12 23:48 ±    00:04","0.04287","0.04266","8.41","8.40","25.5","21 m -   47 m","0"
"(2023 PB1)","2023-Aug-13 20:04 ± < 00:01","0.01038","0.01032","15.52","15.50","26.4","14 m -   31 m","0"
"(2023 OE5)","2023-Aug-14 00:33 ± < 00:01","0.01033","0.01032","3.87","3.80","26.3","14 m -   32 m","0"
"(2023 PA1)","2023-Aug-14 08:07 ± < 00:01","0.01685","0.01678","20.24","20.23","25.3","23 m -   51 m","0"
"(2023 PQ)","2023-Aug-14 11:17 ± < 00:01","0.00505","0.00504","14.82","14.78","25.0","26 m -   59 m","1"
"(2023 PS)","2023-Aug-14 20:39 ± < 00:01","0.01697","0.01694","7.86","7.84","26.6","13 m -   29 m","0"
"(2023 PC)","2023-Aug-14 20:54 ± < 00:01","0.03403","0.03400","5.26","5.25","24.6","33 m -   73 m","0"
"(2023 QH5)","2023-Aug-15 18:05 ± < 00:01","0.03784","0.03778","9.73","9.73","24.6","33 m -   73 m","0"
"(2023 PX)","2023-Aug-15 23:30 ± < 00:01","0.03326","0.03312","7.57","7.56","25.9","17 m -   39 m","0"
"(2023 QT4)","2023-Aug-15 23:58 ±    00:02","0.03911","0.03864","18.51","18.50","22.7","76 m -  170 m","0"
"(2023 PH1)","2023-Aug-16 21:57 ± < 00:01","0.01341","0.01338","5.98","5.95","27.7","7.7 m -   17 m","0"
"(2023 QD1)","2023-Aug-17 01:23 ±    00:09","0.00838","0.00834","7.19","7.15","27.3","9.4 m -   21 m","0"
"(2022 CP1)","2023-Aug-17 07:27 ±    02:25","0.03523","0.03370","9.82","9.81","27.4","9.0 m -   20 m","0"
"(2023 PZ)","2023-Aug-17 23:32 ± < 00:01","0.00350","0.00350","1.57","0.96","29.1","4.0 m -  8.9 m","0"
"(2023 PD1)","2023-Aug-18 12:30 ±    00:01","0.03928","0.03906","7.49","7.48","25.4","23 m -   50 m","0"
"(2023 QC)","2023-Aug-18 12:40 ± < 00:01","0.00912","0.00912","7.99","7.95","24.7","30 m -   67 m","1"
"(2023 QY)","2023-Aug-18 15:49 ±    00:11","0.00045","0.00044","13.22","12.77","28.6","5.0 m -   11 m","1"
"(2023 RA)","2023-Aug-18 23:06 ±    00:22","0.01314","0.01305","10.18","10.16","25.1","25 m -   56 m","0"
"(2023 QP3)","2023-Aug-19 09:10 ±    00:12","0.01054","0.01046","10.86","10.84","27.6","8.2 m -   18 m","0"
"(2023 QE2)","2023-Aug-19 09:18 ±    00:02","0.00273","0.00272","12.38","12.30","27.8","7.4 m -   17 m","0"
"(2011 QJ21)","2023-Aug-19 09:40 ± 5_07:17","0.03316","0.03221","15.05","15.05","24.5","34 m -   76 m","0"
"(2023 QM5)","2023-Aug-19 15:43 ± < 00:01","0.00873","0.00870","4.22","4.14","26.9","11 m -   25 m","0"
"(2023 QZ3)","2023-Aug-19 17:31 ± < 00:01","0.04489","0.04485","7.16","7.15","24.8","29 m -   64 m","0"
"(2023 QS1)","2023-Aug-19 18:22 ± < 00:01","0.00072","0.00072","15.72","15.48","28.6","5.0 m -   11 m","1"
"(2023 QR)","2023-Aug-20 20:21 ± < 00:01","0.00139","0.00139","20.88","20.79","29.3","3.7 m -  8.2 m","0"
"(2023 QE)","2023-Aug-21 04:53 ±    00:03","0.02218","0.02205","6.54","6.52","27.4","8.8 m -   20 m","0"
"(2023 PM1)","2023-Aug-21 16:22 ± < 00:01","0.02090","0.02084","18.57","18.56","23.6","50 m -  110 m","1"
"(2023 QB1)","2023-Aug-21 23:10 ± < 00:01","0.00468","0.00467","11.29","11.24","28.9","4.3 m -  9.6 m","0"
"(2023 QO5)","2023-Aug-22 02:14 ±    00:04","0.00360","0.00359","8.27","8.18","26.9","11 m -   25 m","0"
"(2023 PM)","2023-Aug-22 03:59 ± < 00:01","0.02439","0.02439","6.97","6.95","24.0","43 m -   95 m","0"
"(2023 QZ)","2023-Aug-22 08:15 ±    00:04","0.03462","0.03438","4.51","4.49","26.9","11 m -   25 m","0"
"(2023 QU1)","2023-Aug-22 18:10 ±    00:01","0.04194","0.04183","5.73","5.72","26.2","16 m -   35 m","0"
"(2023 QC7)","2023-Aug-23 04:26 ± < 00:01","0.02207","0.02201","7.57","7.55","23.2","60 m -  130 m","1"
"6037 (1988 EG)","2023-Aug-23 08:18 ± < 00:01","0.04065","0.04065","14.25","14.25","18.9","450 m -  1.0 km","2"
"(2023 QW)","2023-Aug-23 14:37 ± < 00:01","0.01079","0.01077","16.35","16.33","26.0","17 m -   38 m","0"
"(2006 EF1)","2023-Aug-23 18:26 ±    00:06","0.04946","0.04946","11.26","11.26","22.9","69 m -  150 m","0"
"(2023 QO)","2023-Aug-23 20:11 ± < 00:01","0.01654","0.01644","8.79","8.77","27.0","11 m -   24 m","0"
"(2023 QF)","2023-Aug-23 20:12 ± < 00:01","0.00494","0.00493","5.44","5.33","27.3","9.1 m -   20 m","0"
"(2023 QS2)","2023-Aug-23 23:52 ± < 00:01","0.03228","0.03204","17.65","17.64","25.1","25 m -   55 m","0"
"(2023 QN2)","2023-Aug-24 08:55 ± < 00:01","0.04899","0.04850","15.43","15.43","24.6","32 m -   71 m","0"
"(2023 RT4)","2023-Aug-24 17:02 ±    00:04","0.03288","0.03272","12.04","12.03","24.6","33 m -   73 m","0"
"(2023 QK2)","2023-Aug-24 18:54 ± < 00:01","0.01981","0.01980","4.88","4.86","26.8","12 m -   27 m","0"
"(2023 QN7)","2023-Aug-24 20:42 ±    00:02","0.01083","0.01075","24.23","24.22","23.4","54 m -  120 m","1"
"(2023 QG4)","2023-Aug-25 02:46 ± < 00:01","0.01693","0.01688","24.03","24.02","22.7","77 m -  170 m","1"
"(2023 QC2)","2023-Aug-25 09:49 ± < 00:01","0.02360","0.02349","10.22","10.21","26.1","16 m -   36 m","0"
"(2023 QT1)","2023-Aug-26 01:25 ± < 00:01","0.02945","0.02930","10.63","10.63","25.2","24 m -   54 m","0"
"(2023 QO7)","2023-Aug-26 05:55 ± < 00:01","0.01985","0.01975","11.56","11.55","24.3","37 m -   82 m","0"
"(2007 RR17)","2023-Aug-26 15:54 ± < 00:01","0.02136","0.02136","7.13","7.11","23.8","47 m -  100 m","1"
"(2023 RO16)","2023-Aug-27 00:34 ± < 00:01","0.03809","0.03808","1.81","1.78","27.9","7.1 m -   16 m","0"
"(2023 RW4)","2023-Aug-27 02:28 ±    00:09","0.04274","0.04243","9.71","9.70","25.9","18 m -   39 m","0"
"(2023 QR1)","2023-Aug-27 03:22 ± < 00:01","0.01108","0.01104","5.02","4.97","27.3","9.4 m -   21 m","0"
"(2023 RE9)","2023-Aug-27 03:43 ±    00:04","0.02337","0.02321","8.24","8.23","26.0","17 m -   38 m","0"
"(2023 QQ)","2023-Aug-27 09:14 ± < 00:01","0.02737","0.02721","10.11","10.10","25.8","19 m -   42 m","0"
"(2023 QJ5)","2023-Aug-27 13:56 ± < 00:01","0.01172","0.01166","12.21","12.20","27.1","10 m -   23 m","0"
"(2023 RA1)","2023-Aug-27 18:19 ±    00:04","0.04048","0.03971","8.27","8.26","25.5","22 m -   48 m","0"
"(2023 QZ6)","2023-Aug-27 21:38 ± < 00:01","0.02332","0.02321","17.68","17.68","24.9","28 m -   63 m","0"
"(2023 RT9)","2023-Aug-28 04:09 ±    00:13","0.00803","0.00795","15.13","15.11","25.1","26 m -   58 m","1"
"(2023 RQ16)","2023-Aug-28 22:13 ±    00:24","0.00994","0.00975","8.69","8.66","26.2","15 m -   35 m","0"
"(2023 QK5)","2023-Aug-29 08:56 ± < 00:01","0.01008","0.01004","6.81","6.78","27.5","8.3 m -   19 m","0"
"(2023 QD2)","2023-Aug-29 23:34 ±    00:05","0.00841","0.00838","7.77","7.73","26.9","11 m -   25 m","0"
"(2012 PZ17)","2023-Aug-30 21:46 ± 2_22:04","0.04300","0.03716","3.58","3.56","26.7","12 m -   27 m","0"
"(2023 RN1)","2023-Aug-31 10:39 ± < 00:01","0.03563","0.03552","6.41","6.40","25.2","25 m -   55 m","0"
"(2023 QH)","2023-Aug-31 12:27 ± < 00:01","0.03072","0.03046","15.91","15.90","23.7","48 m -  110 m","0"
"(2023 RF)","2023-Sep-01 06:40 ±    00:02","0.02616","0.02592","7.23","7.21","23.7","48 m -  110 m","0"
"(2023 QB2)","2023-Sep-01 08:02 ± < 00:01","0.02076","0.02068","7.17","7.15","26.3","15 m -   33 m","0"
"(2023 QZ1)","2023-Sep-01 15:16 ± < 00:01","0.04660","0.04609","18.63","18.63","24.1","39 m -   88 m","0"
"(2023 QU)","2023-Sep-02 00:01 ± < 00:01","0.03487","0.03471","9.82","9.81","25.1","25 m -   56 m","0"
"(2023 RD)","2023-Sep-02 06:22 ±    00:06","0.00273","0.00272","18.30","18.25","26.8","11 m -   25 m","1"
"(2017 BY32)","2023-Sep-02 09:16 ± 2_05:16","0.04274","0.03820","3.43","3.42","26.5","14 m -   30 m","0"
"(2023 RX1)","2023-Sep-02 19:15 ±    00:03","0.00524","0.00523","1.68","1.34","30.3","2.4 m -  5.3 m","0"
"(2023 RT2)","2023-Sep-03 04:10 ±    00:02","0.01764","0.01750","13.97","13.96","25.4","22 m -   48 m","0"
"(2023 QG)","2023-Sep-03 06:43 ± < 00:01","0.02963","0.02960","13.70","13.69","23.4","56 m -  130 m","0"
"(2023 RH1)","2023-Sep-03 11:23 ±    00:01","0.01893","0.01885","7.52","7.50","26.6","13 m -   28 m","0"
"(2023 RB5)","2023-Sep-03 15:41 ± < 00:01","0.04992","0.04968","10.19","10.18","24.3","36 m -   81 m","0"
"(2023 QH1)","2023-Sep-03 16:36 ±    00:01","0.03347","0.03330","6.35","6.34","25.9","17 m -   39 m","0"
"(2023 RR9)","2023-Sep-04 04:46 ±    00:23","0.01997","0.01987","7.56","7.54","26.0","17 m -   37 m","0"
"(2023 RU12)","2023-Sep-04 12:49 ±    00:01","0.04987","0.04940","29.74","29.74","22.2","98 m -  220 m","0"
"(2023 RF1)","2023-Sep-04 19:33 ± < 00:01","0.00625","0.00625","6.43","6.36","25.9","18 m -   40 m","0"
"(2023 RV1)","2023-Sep-05 04:46 ± < 00:01","0.01730","0.01718","19.39","19.38","26.1","16 m -   36 m","0"
"(2023 RM16)","2023-Sep-05 12:58 ± < 00:01","0.00234","0.00234","8.68","8.55","28.9","4.4 m -  9.9 m","0"
"(2023 RP3)","2023-Sep-05 13:08 ± < 00:01","0.04978","0.04950","7.25","7.24","25.2","24 m -   53 m","0"
"(2023 RY4)","2023-Sep-05 16:20 ±    00:03","0.03233","0.03152","13.70","13.70","25.4","22 m -   48 m","0"
"(2023 RW3)","2023-Sep-05 17:36 ± < 00:01","0.02484","0.02471","5.34","5.32","26.5","13 m -   30 m","0"
"(2023 RZ3)","2023-Sep-05 18:52 ± < 00:01","0.03483","0.03455","19.06","19.06","25.7","19 m -   43 m","0"
"(2023 RU1)","2023-Sep-05 23:23 ± < 00:01","0.04179","0.04157","5.62","5.61","26.5","13 m -   30 m","0"
"(2023 RW5)","2023-Sep-06 03:16 ±    00:01","0.01446","0.01428","9.62","9.60","25.4","22 m -   49 m","0"
"(2023 RQ)","2023-Sep-06 05:47 ± < 00:01","0.02133","0.02125","20.21","20.21","24.3","37 m -   83 m","0"
"(2023 RN16)","2023-Sep-06 08:01 ± < 00:01","0.03266","0.03253","10.03","10.02","25.7","19 m -   43 m","0"
"(2023 RA3)","2023-Sep-06 08:15 ±    00:05","0.01247","0.01241","10.09","10.07","26.2","15 m -   34 m","0"
"(2023 RK6)","2023-Sep-06 18:18 ± < 00:01","0.02942","0.02929","19.06","19.05","25.7","20 m -   44 m","0"
"(2023 RH3)","2023-Sep-06 19:43 ± < 00:01","0.02491","0.02483","9.41","9.40","26.3","14 m -   32 m","0"
"(2023 RF156)","2023-Sep-06 20:33 ± < 00:01","0.00242","0.00242","8.10","7.96","29.7","3.1 m -  7.0 m","0"
"(2023 RZ2)","2023-Sep-06 20:51 ± < 00:01","0.00472","0.00469","8.62","8.56","27.1","9.9 m -   22 m","0"
"(2021 JA5)","2023-Sep-06 21:32 ± 7_13:03","0.03415","0.03388","10.85","10.85","26.4","14 m -   31 m","0"
"(2023 RP1)","2023-Sep-06 23:39 ±    00:08","0.02889","0.02878","6.62","6.61","27.2","9.8 m -   22 m","0"
"(2023 RD6)","2023-Sep-07 00:19 ±    00:02","0.04319","0.04301","8.52","8.51","26.3","15 m -   33 m","0"
"(2023 RD16)","2023-Sep-07 01:01 ±    00:05","0.03631","0.03610","12.14","12.13","25.9","17 m -   39 m","0"
"(2023 RS1)","2023-Sep-07 04:19 ± < 00:01","0.01644","0.01641","9.05","9.03","24.0","42 m -   93 m","1"
"(2023 RX2)","2023-Sep-07 07:32 ± < 00:01","0.01716","0.01709","8.93","8.91","27.3","9.1 m -   20 m","0"
"(2023 RX4)","2023-Sep-07 11:47 ± < 00:01","0.00415","0.00414","11.09","11.03","27.5","8.5 m -   19 m","0"
"(2023 RS)","2023-Sep-07 14:26 ± < 00:01","0.00007","0.00007","13.59","10.38","32.3","0.91 m -  2.0 m","0"
"(2023 RN9)","2023-Sep-07 14:59 ±    00:05","0.00412","0.00411","5.64","5.53","28.2","6.2 m -   14 m","0"
"(2023 RG22)","2023-Sep-07 18:55 ±    00:39","0.00255","0.00250","11.20","11.11","26.1","16 m -   35 m","1"
"(2023 RQ2)","2023-Sep-08 06:33 ± < 00:01","0.00274","0.00273","16.24","16.18","28.4","5.5 m -   12 m","0"
"(2023 RY2)","2023-Sep-08 06:42 ± < 00:01","0.00127","0.00126","10.49","10.28","28.3","5.8 m -   13 m","0"
"(2023 QC5)","2023-Sep-08 10:08 ± < 00:01","0.02724","0.02723","7.59","7.58","25.6","20 m -   44 m","0"
"(2020 GE)","2023-Sep-08 12:49 ± < 00:01","0.03827","0.03827","1.45","1.40","28.2","6.2 m -   14 m","0"
"(2023 RH)","2023-Sep-08 18:15 ± < 00:01","0.01092","0.01091","19.12","19.11","25.5","21 m -   47 m","0"
"(2023 RY15)","2023-Sep-08 19:25 ± < 00:01","0.00398","0.00397","10.17","10.11","28.0","6.7 m -   15 m","0"
"(2023 SM3)","2023-Sep-08 19:56 ±    00:41","0.03807","0.03679","11.36","11.35","26.7","12 m -   27 m","0"
"(2023 RG)","2023-Sep-08 20:04 ± < 00:01","0.01101","0.01099","12.47","12.45","27.3","9.0 m -   20 m","0"
"(2023 RM)","2023-Sep-09 01:06 ±    00:16","0.02201","0.02194","6.00","5.98","27.4","8.7 m -   20 m","0"
"(2023 SG4)","2023-Sep-09 01:11 ±    00:38","0.03021","0.02973","7.55","7.53","24.4","35 m -   78 m","0"
"(2023 RF4)","2023-Sep-09 03:05 ± < 00:01","0.01174","0.01172","10.96","10.94","25.3","24 m -   53 m","0"
"(2023 RL)","2023-Sep-09 07:00 ± < 00:01","0.00505","0.00504","5.38","5.28","28.4","5.4 m -   12 m","0"
"(2023 RO6)","2023-Sep-09 07:32 ±    00:02","0.01421","0.01413","12.69","12.68","26.7","12 m -   27 m","0"
"(2023 RK5)","2023-Sep-09 10:47 ± < 00:01","0.00188","0.00188","10.12","9.98","29.1","4.0 m -  9.0 m","0"
"(2023 SN)","2023-Sep-09 13:57 ±    00:13","0.01289","0.01282","12.04","12.02","26.5","13 m -   30 m","0"
"(2023 RX)","2023-Sep-09 14:46 ± < 00:01","0.00795","0.00792","11.54","11.51","27.3","9.2 m -   21 m","0"
"(2023 SJ5)","2023-Sep-09 21:43 ±    00:17","0.03332","0.03294","15.77","15.76","24.2","39 m -   86 m","0"
"(2023 RB1)","2023-Sep-10 03:19 ±    00:05","0.03902","0.03854","8.70","8.69","26.7","12 m -   27 m","0"
"(2023 RL7)","2023-Sep-10 05:08 ±    00:01","0.01304","0.01300","11.55","11.53","27.2","9.6 m -   21 m","0"
"(2023 RS29)","2023-Sep-10 06:55 ± < 00:01","0.02379","0.02368","5.99","5.97","27.5","8.3 m -   19 m","0"
"(2023 SP2)","2023-Sep-10 07:04 ±    00:25","0.01479","0.01460","4.86","4.82","28.2","6.0 m -   13 m","0"
"(2023 RF11)","2023-Sep-10 07:18 ± < 00:01","0.00788","0.00785","12.45","12.42","27.5","8.5 m -   19 m","0"
"(2023 RP2)","2023-Sep-10 13:12 ± < 00:01","0.00323","0.00323","9.12","9.03","27.2","9.7 m -   22 m","0"
"(2023 RJ)","2023-Sep-10 13:14 ± < 00:01","0.03621","0.03602","20.14","20.14","24.7","31 m -   69 m","0"
"(2023 QE8)","2023-Sep-10 22:03 ± < 00:01","0.01017","0.01015","14.46","14.44","24.0","42 m -   94 m","1"
"(2023 QF6)","2023-Sep-10 23:21 ±    20:56","0.01780","0.01729","10.46","10.45","26.1","16 m -   35 m","0"
"(2023 RU)","2023-Sep-11 15:07 ±    00:02","0.02716","0.02687","20.26","20.26","25.7","19 m -   43 m","0"
"(2023 RK)","2023-Sep-11 16:56 ± < 00:01","0.04080","0.04058","9.38","9.37","25.9","17 m -   39 m","0"
